Name,Team,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,CStr%,CSW%,NameASCII,PlayerId,MLBAMID
"Tommy Kahnle","NYY",0.14285714,0.61538462,0.45,0,0.375,0.33333333,0.65,0.5,0.3,0.3,0.6,"Tommy Kahnle",11384,592454
"Austin Adams","SDP",0.23404255,0.51851852,0.33783784,0.18181818,0.78571429,0.52,0.36486486,0.29411765,0.16216216,0.24324324,0.40540541,"Austin Adams",13801,613534
"Devin Williams","MIL",0.35888502,0.60416667,0.44083527,0.36893204,0.64367816,0.49473684,0.33410673,0.59,0.22273782,0.18097448,0.4037123,"Devin Williams",15816,642207
"Ken Giles","TOR",0.38,0.73684211,0.47826087,0.42105263,0.57142857,0.48484848,0.27536232,0.68421053,0.24637681,0.14492754,0.39130435,"Ken Giles",12910,571704
"Joe Palumbo","TEX",0.22580645,0.5,0.3559322,0.57142857,0.64285714,0.61904762,0.47457627,0.64285714,0.13559322,0.25423729,0.38983051,"Joe Palumbo",17035,643478
"Jake Diekman","OAK",0.28717949,0.63522013,0.44350282,0.41071429,0.71287129,0.60509554,0.44915254,0.6547619,0.17514124,0.20621469,0.38135593,"Jake Diekman",5003,518617
"James Karinchak","CLE",0.3137931,0.55617978,0.40598291,0.45054945,0.6969697,0.57894737,0.38034188,0.64220183,0.17094017,0.20940171,0.38034188,"James Karinchak",20151,675916
"Luke Bard","LAA",0.26190476,0.67567568,0.4556962,0.18181818,0.88,0.66666667,0.46835443,0.60869565,0.15189873,0.2278481,0.37974684,"Luke Bard",14288,572703
"Pierce Johnson","SDP",0.28654971,0.61151079,0.43225806,0.36734694,0.75294118,0.6119403,0.4483871,0.65,0.16774194,0.20967742,0.37741935,"Pierce Johnson",13435,572955
"Aroldis Chapman","NYY",0.33333333,0.71428571,0.50753769,0.52777778,0.64615385,0.6039604,0.45728643,0.62222222,0.20100503,0.1758794,0.37688442,"Aroldis Chapman",10233,547973
"Blake Cederlind","PIT",0.24242424,0.58823529,0.41791045,0.375,0.8,0.67857143,0.50746269,0.5625,0.13432836,0.23880597,0.37313433,"Blake Cederlind",20344,664977
"Robert Stephenson","CIN",0.38235294,0.63513514,0.48863636,0.38461538,0.80851064,0.61627907,0.42045455,0.58139535,0.1875,0.18181818,0.36931818,"Robert Stephenson",13594,596112
"Ryan Pressly","HOU",0.4,0.64864865,0.50424929,0.46341463,0.8125,0.65168539,0.41926346,0.65934066,0.17563739,0.19263456,0.36827195,"Ryan Pressly",7005,519151
"Clay Holmes","PIT",0.33333333,0.75,0.40909091,0.33333333,1,0.55555556,0.18181818,0.5,0.18181818,0.18181818,0.36363636,"Clay Holmes",13649,605280
"Edwin Díaz","NYM",0.33449477,0.67857143,0.47412008,0.40625,0.64661654,0.54585153,0.4057971,0.6,0.21532091,0.14699793,0.36231884,"Edwin Diaz",14710,621242
