Name,Team,IP,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,Pace,NameASCII,PlayerId,MLBAMID
"Andrew Saalfrank","ARI",1,0.1875,0.7,0.38461538,0.33333333,1,0.8,0.38461538,22.73684211,"Andrew Saalfrank",26203,685314
"Yuki Matsui","SDP",62.2,0.31793961,0.70987654,0.49952336,0.45810056,0.82608696,0.70038168,0.46329838,22.14249685,"Yuki Matsui",33826,673513
"Forrest Whitley","HOU",3.1,0.18367347,0.66666667,0.41489362,0.66666667,0.86666667,0.82051282,0.4787234,21.95945946,"Forrest Whitley",19586,666215
"Ian Gibaut","CIN",2,0.25,0.625,0.475,0.75,1,0.94736842,0.6,21.86666667,"Ian Gibaut",17871,664139
"Matt Carasiti","COL",8.2,0.28,0.65263158,0.48823529,0.80952381,0.85483871,0.84337349,0.55882353,21.82677165,"Matt Carasiti",13276,571539
"Cristian Mena","ARI",3,0.29268293,0.75862069,0.48571429,0.5,0.86363636,0.73529412,0.41428571,21.76363636,"Cristian Mena",27974,691441
"Génesis Cabrera","TOR",62.2,0.28731343,0.69635628,0.48349515,0.6038961,0.82267442,0.75502008,0.47961165,21.71770972,"Genesis Cabrera",17490,650893
"Sean Reid-Foley","NYM",21.2,0.23115578,0.66666667,0.44155844,0.45652174,0.83870968,0.73529412,0.48311688,21.4334471,"Sean Reid-Foley",17034,656887
"Mike Clevinger","CHW",16,0.32236842,0.62251656,0.47194719,0.73469388,0.75531915,0.74825175,0.49834983,21.40707965,"Mike Clevinger",12808,605182
"Steven Wilson","CHW",34.2,0.23355263,0.68025078,0.46227929,0.56338028,0.86175115,0.78819444,0.51203852,21.36989247,"Steven Wilson",20353,621051
"Gerardo Reyes","OAK",4,0.23809524,0.75675676,0.48101266,0.5,1,0.86842105,0.46835443,21.27868852,"Gerardo Reyes",16306,622103
"Julio Teheran","NYM",2.2,0.19444444,0.75,0.45588235,0.71428571,0.79166667,0.77419355,0.47058824,21.25,"Julio Teheran",6797,527054
"Yu Darvish","SDP",81.2,0.3221831,0.66763006,0.51190476,0.57377049,0.82900433,0.75658915,0.54920635,21.23408846,"Yu Darvish",13074,506433
"Clayton Beeter","NYY",3.2,0.37037037,0.625,0.49019608,0.7,0.73333333,0.72,0.47058824,21.22222222,"Clayton Beeter",27494,690925
"Josiah Gray","WSN",8.1,0.27472527,0.69411765,0.47727273,0.44,0.81355932,0.70238095,0.48295455,21.20610687,"Josiah Gray",24580,680686
