Name,Team,IP,Loc+ FA,Loc+ SI,Loc+ FC,Loc+ FS,Loc+ SL,Loc+ CU,Loc+ CH,Loc+ KC,Loc+ FO,Stuff+,Location+,Pitching+,NameASCII,PlayerId,MLBAMID
"Jacob deGrom","TEX",10.2,118.3060759493671,,,,108.72831168831169,104.064,116.21600000000001,,,115.98374269005848,113.45461988304092,131.4156725146199,"Jacob deGrom",10954,594798
"Griffin Jax","MIN",71,120.53191222570537,113.06304761904761,,,120.04050125313285,113.25636363636364,123.645393258427,,,109.60176194939088,120.01448922211806,129.09900656044985,"Griffin Jax",20253,643377
"Emmanuel Clase","CLE",74.1,133.775,158.09,100.04284967320257,,101.30930693069307,,,,,127.97877016129033,101.45633064516129,128.2095967741936,"Emmanuel Clase",21032,661403
"Jonathan Loáisiga","NYY",4,56.5,101.08048780487805,,,,58.919999999999995,109.02800000000002,,,133.44557377049182,95.432131147541,125.90852459016392,"Jonathan Loaisiga",19753,642528
"Brusdar Graterol","LAD",7.1,95.81714285714285,105.43121951219513,107.87333333333333,,120.84193548387098,,,,,117.76237623762377,107.49168316831683,124.0037623762376,"Brusdar Graterol",20367,660813
"Seth Halvorsen","COL",12.1,106.37151515151513,125.3035294117647,,122.12399999999998,101.06428571428572,,,,,113.77114285714286,111.4044761904762,123.95961904761903,"Seth Halvorsen",33294,678020
"Andrew Wantz","LAA",1.1,23.48,146.18,129.74,,131.6,,,,,104.70342857142857,113.71657142857144,123.7845714285714,"Andrew Wantz",24933,681806
"Adrian Morejon","SDP",63.2,105.77459677419351,113.16490861618801,,69.29432098765432,101.99816091954021,,,,,124.34494806421155,104.3191879131256,123.7637960339943,"Adrian Morejon",20039,670970
"Daniel Duarte","MIN",4,103.94571428571429,97.04,112.2309090909091,,114.654,,135.225,,,110.79071428571426,113.49607142857143,123.33250000000001,"Daniel Duarte",17480,650960
"Orion Kerkering","PHI",63,110.28675078864352,100.93733333333331,,,108.45842315177842,,,,,119.36292550037123,107.66461576319558,123.16851809405871,"Orion Kerkering",31776,689147
"Brooks Raley","NYM",7,,120.08181818181816,77.88413793103447,,110.0178947368421,,93.29545454545455,,,132.38453781512604,100.0257142857143,122.24084033613445,"Brooks Raley",10061,548384
"Yennier Cano","BAL",60,108.93711711711711,104.9115606936416,,,97.57389312977101,,133.01117408906882,,,111.63201990049755,111.35144278606971,122.00220895522389,"Yennier Cano",25911,666974
"Clay Holmes","NYY",63,,106.46952691680261,,,95.28822033898302,,,,,125.77850138760407,101.78538390379276,121.90016651248843,"Clay Holmes",13649,605280
"Ryan Helsley","STL",66.1,100.84387706855796,,,,90.02213333333333,91.16758620689656,,,,129.10971982758622,95.03034482758618,121.19028017241375,"Ryan Helsley",18138,664854
"Jeremiah Estrada","SDP",61,106.51241622574955,,,121.30703517587939,123.09223628691981,,,,,107.00977999999996,113.58448000000001,121.11626000000005,"Jeremiah Estrada",22210,669093
"Yimi García","- - -",39,108.18566371681416,104.07352941176468,,,92.82236566186106,106.09267339218157,72.98847457627119,,,122.17623493208835,101.47299292586308,120.70557717883413,"Yimi Garcia",12095,554340
"Mason Miller","OAK",65,92.64021671826623,,,51.95333333333334,93.02067039106146,,105.87294117647059,,,129.13345703125,92.79435546875,120.41171875000002,"Mason Miller",31757,695243
"Tyler Rogers","SFG",70.1,67.41,113.03112852664582,,,107.1285875706215,,,,,119.02858291457294,110.8556180904523,120.22936683417088,"Tyler Rogers",15541,643511
"Marc Church","TEX",1,119.14,,,,115.38,,,,,109.95333333333333,117.13466666666666,120.05866666666667,"Marc Church",26353,687847
"Mason Montgomery","TBR",9.2,101.60069565217393,,,,91.49023255813954,,,,,122.39506329113921,98.84911392405064,119.64620253164554,"Mason Montgomery",29770,682254
"Josh Hader","HOU",71,,109.2051558752997,,,101.20526645768024,,32.476666666666674,,,113.08558899398112,106.37014617368871,119.41007738607044,"Josh Hader",14212,623352
"Corbin Burnes","BAL",194.1,,99.60575107296134,108.05682727946629,,104.32542141230068,98.4804347826087,98.79697885196374,,,113.18860962566843,103.77913101604281,119.23495320855606,"Corbin Burnes",19361,669203
"Drew Rasmussen","TBR",28.2,100.9452023121387,95.34761194029852,86.30614173228348,,110.11200000000001,,,,,128.4815783591255,95.76409665929748,118.63470510930976,"Drew Rasmussen",25385,656876
"Justin Martinez","ARI",72.2,96.10671641791048,87.25304511278195,,87.78093385214007,114.14133333333334,,,,,121.38378839590443,94.40808873720137,118.50076791808868,"Justin Martinez",24453,679885
"A.J. Puk","- - -",71.1,103.46838966202785,114.04632768361583,,110.46933333333332,123.2835012131868,,82.34117647058824,,,108.5261757787358,111.26412019370575,118.35111822270659,"A.J. Puk",19343,640462
"Tanner Scott","- - -",72,92.05767779390422,,,,102.73415746883427,,-59.920000000000016,,,123.68567112203928,96.34235206270479,118.34224120245986,"Tanner Scott",17586,656945
"Luis Guerrero","BOS",10,106.75709677419356,,,,99.80263157894737,,127.14545454545456,,,111.79766081871344,107.60081871345028,118.12467836257309,"Luis Guerrero",31184,692285
