Name,Team,IP,wFA/C,wFT/C,wFC/C,wFS/C,wFO/C,wSI/C,wSL/C,wCU/C,wKC/C,wEP/C,wCH/C,wSC/C,wKN/C,NameASCII,PlayerId,MLBAMID
"Matt Waldron","SDP",146.2,-0.7723838539533717,,1.8789427540313577,,,0.6405990961253136,0.49772456349659355,,,,,,-1.0866638300890592,"Matt Waldron",25550,663362
"Luke Maile","CIN",3.2,-6.228942964591232,,,,,,,,,4.817921668291092,,,-1.148685192068418,"Luke Maile",13355,571912
"James McCann","BAL",1,,,,,,,,,,-13.79147320985794,,,-2.964581921696663,"James McCann",12859,543510
"George Kirby","SEA",191,0.4597062032296144,,0.7922279563817111,-2.047900174627241,,1.5027667928524262,1.282591833348288,,-1.9474690833700046,,,,-3.5048704594373703,"George Kirby",25436,669923
"Jose Trevino","NYY",2,-5.244326591491699,,,,,,,,,,,,-6.52317830494472,"Jose Trevino",16725,624431
"Nick Nelson","PHI",5.1,-4.132498227632963,,,,,-2.5044613650866916,2.7980143609254258,,,,-2.80400391887216,,-10.774125158786774,"Nick Nelson",20153,656793
"Ernie Clement","TOR",1,6.4788346489270525,,,,,,,,,,,,-30.345550179481506,"Ernie Clement",20352,676391
"Adam Ottavino","NYM",56,2.7985771497090655,,-2.7703831128984966,,,0.810849631840564,-0.3702512830129713,,,,-1.7504236698150635,,,"Adam Ottavino",1247,493603
"Matt Moore","LAA",48.1,1.0126798925265459,,-33.12100569407146,,,,,,-0.35393786430358887,,-1.8097630187646665,,,"Matt Moore",1890,519043
"Clayton Kershaw","LAD",30,-2.6122968749137923,,,-4.615594040263782,,-2.439410984516144,-0.11236490173773334,0.6728089437252138,,,3.8857579231262207,,,"Clayton Kershaw",2036,477132
"Lance Lynn","STL",117.1,0.8662393159955462,,-1.0279978949593027,,,-0.4611721486290179,-1.6228202443856459,-1.9764348277895467,,,-2.4669192731380463,,,"Lance Lynn",2520,458681
"Kenley Jansen","BOS",54.2,,,0.8294643374050364,,,1.7457553895853333,4.259427901237242,,,,,,,"Kenley Jansen",3096,445276
"Max Scherzer","TEX",43.1,0.05418633928104322,,2.886204893996076,,,,1.2002446361490198,-2.1327487884029264,,,-1.9645096153341313,,,"Max Scherzer",3137,453286
"T.J. McFarland","OAK",56.2,4.870711266994476,,5.4773960262537,,,1.022509870858028,0.9408953776612088,,,,-1.0153420920510894,,,"T.J. McFarland",3237,519008
"Justin Wilson","CIN",46.2,-2.3256651245721494,,1.7846387259814203,1.9026385413275824,,,-1.0169810143069944,,,,,,,"Justin Wilson",4301,458677
"Charlie Morton","ATL",165.1,-1.40283326653038,,-0.7536486403582847,,,0.3938276698623878,,0.7799766069736304,,,-1.3781782081927072,,,"Charlie Morton",4676,450203
