Name,Team,IP,vFA,vFT,vFC,vFS,vFO,vSI,vSL,vCU,vKC,vEP,vCH,vSC,vKN,NameASCII,PlayerId,MLBAMID
"Aaron Miles","STL",2,,,,,,,,,,,,,70.5687484741211,"Aaron Miles",1844,425446
"Tim Wakefield","BOS",189,76.9000015258789,,,,,,,69.73913043478261,,,,,67.35912698412699,"Tim Wakefield",219,123801
"Charlie Haeger","CHW",11.1,88.35999755859375,,,,,,72.4000015258789,72.87999877929687,,,79.66315660978618,,67.23380419234155,"Charlie Haeger",3545,446624
"Jeff Cirillo","ARI",1,,,,,,,74.9000015258789,,,,80.86923452524039,,65.52000122070312,"Jeff Cirillo",1073,112297
"Ramon Ortiz","- - -",104,91.25428379603795,,,,,92.13333129882812,85.4441883175872,,,,85.33023284202399,,,"Ramon Ortiz",27,150009
"Troy Percival","STL",40,92.28745745668317,,,,,,85.79444715711806,77.44186046511628,,,85.93332926432292,,,"Troy Percival",29,120401
"Scott Schoeneweis","NYM",59,90.4076898036859,,,,,89.19999694824219,82.46383082613032,81.80000305175781,,,81.80000305175781,,,"Scott Schoeneweis",33,150011
"Aaron Sele","NYM",53.2,86.03485491071429,,84.92727383700284,,,86.43332926432292,83.61723801185344,72.954345703125,,,82.04285539899554,,,"Aaron Sele",34,121986
"Scot Shields","LAA",77,92.40750135281385,,,,,79.30000305175781,87.60000174386161,80.73571643200549,,,83.92222086588542,,,"Scot Shields",35,276912
"Scott Spiezio","STL",1,85.1,,,,,,,,,,81.06666666666666,,,"Scott Spiezio",37,122596
"Jarrod Washburn","SEA",193.2,88.21910511363636,,83.30425635804521,83.34762137276786,,,81.05926029265873,73.30357142857143,,,79.0572772448576,,,"Jarrod Washburn",40,132220
"Matt Wise","MIL",53.2,85.94146182672765,,,,,,84.97777642144098,78.9000015258789,,,78.33768304649759,,,"Matt Wise",42,277184
"Miguel Batista","SEA",193,92.73762839558215,,89.46793718859023,86.25499877929687,,89.11250305175781,85.85166872682323,76.83393205915179,,,82.26054841279984,,,"Miguel Batista",46,110683
"Randy Johnson","ARI",56.2,,,,,,,,,,,,,,"Randy Johnson",60,116615
"Byung-Hyun Kim","- - -",118.1,88.70887313933062,,,,,,79.79615588065906,75.82000274658203,,,77.8036175463573,,,"Byung-Hyun Kim",61,218294
"Mike Koplove","CLE",6,88.68570963541667,,,,,91.63333129882812,77.4000015258789,73.69999694824219,,,77.875,,,"Mike Koplove",63,407377
"Mike Myers","- - -",54.1,80.84033818605567,,,,,,74.69417012532553,78.84808114858774,,,71.91428920200893,,,"Mike Myers",68,119624
"John Patterson","WSN",31.1,91.76590798117898,,,,,,82.61764705882354,75.1875,,,,,,"John Patterson",71,279568
"Curt Schilling","BOS",151,89.2277108433735,,86.8607177734375,83.08588005514706,,,83.45116430474806,73.07433974004425,,,79.98552503083882,,,"Curt Schilling",73,121811
"John Ennis","PHI",7.2,90.53441070228494,,89.5999984741211,,,,79.88750076293945,76.1750005086263,,,81.95,,,"John Ennis",85,407795
"Tom Glavine","NYM",200.1,84.8279652457124,,79.30000305175781,,,,80.85882209329044,69.513330078125,,,77.46785928914835,,,"Tom Glavine",90,114849
"Greg Maddux","SDP",198,85.98409528517902,,85.26788463731752,,,86.99868292557566,81.9800989836165,73.14375305175781,,,80.49162823513215,,,"Greg Maddux",104,118120
