Name,Team,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,NameASCII,PlayerId,MLBAMID
"Chad Harville","OAK",-6.545905590057373,0.18818299472332,,1.2872716188430786,0.37272822856903076,,0.036570172756910324,-2.8215110301971436,0.2476092035833158,,2.145452698071798,1.8636411428451536,,3.6570172756910324,"Chad Harville",915,150420
"Jared Fernandez","HOU",0.3164721131324768,,,-0.3871760033071041,,,6.223031997680664,0.9308003327425788,,,-2.9782769485161857,,,1.3617137850504735,"Jared Fernandez",324,220594
"Ryan Wagner","CIN",-0.05948689579963684,2.2565901279449463,,3.205137014389038,0.16939029097557068,,0.02461758814752102,-0.045065830151240036,2.108962736397146,,6.047428329035921,1.8821143441730075,,1.230879407376051,"Ryan Wagner",1770,429842
"Tim Wakefield","BOS",1.8822630643844604,-0.02063237875699997,,3.3646677136421204,-0.2767435908317566,,0.49358895421028137,0.6604431804857755,-2.063237875699997,,1.572274632543047,-4.612393180529276,,0.01855597572219103,"Tim Wakefield",219,123801
"Steve Sparks","- - -",-1.1918575167655945,1.897464632987976,,0.8951045572757721,-0.5908379592001438,,-3.616913676261902,-0.48058770837322357,7.906102637449901,,2.295139890450698,-6.564866213334931,,-0.310198428495875,"Steve Sparks",499,122562
"Mike Mussina","NYY",27.863807678222656,1.0080721378326416,,2.673210382461548,-2.491412878036499,3.6524453163146973,-0.3824133574962616,1.5618726277030637,0.7754401060251089,,0.3119265323759099,-0.793443591731369,2.501674874188149,-9.56033393740654,"Mike Mussina",837,119608
"Brandon Duckworth","PHI",-9.847483456134796,-0.07954373955726624,,-5.320147216320038,6.013812303543091,,-0.5006559491157532,-1.1267143542488325,-1.9885934889316559,,-1.3071614782113115,2.3219352523332395,,-50.06559491157532,"Brandon Duckworth",954,346855
"Kevin Appier","- - -",-10.619489431381226,0.14596402645111084,,-6.650358438491821,4.709596872329712,-0.21582317352294922,,-1.0390889854580456,0.18020250179149486,,-1.0589742736451946,2.7703511013704185,-0.22249811703396824,,"Kevin Appier",3,110293
"Mickey Callaway","- - -",-8.939321279525757,1.1693254970014095,,-1.2622385621070862,-0.33291345834732056,-0.11118340492248535,,-1.5254814470180473,3.7720177322626114,,-0.6311192810535431,-0.1993493762558806,-0.3270100144778981,,"Mickey Callaway",7,209068
"Al Levine","- - -",-2.508748471736908,1.211855560541153,,,4.550284147262573,-0.052063167095184326,,-0.3224612431538442,0.5911490539225136,,,3.699418005904531,-5.206316709518433,,"Al Levine",20,117722
"J.B. Miadich","ANA",-1.1136023998260498,-1.0676624774932861,,,-0.08172208815813065,,,-7.424015998840332,-3.336445242166519,,,-8.172208815813065,,,"J.B. Miadich",23,400082
"Ramon Ortiz","ANA",-26.590360641479492,5.284248352050781,,-0.029647624120116234,-0.14031633734703064,,,-1.4303582916341846,0.9126508380053163,,-1.4823812060058117,-0.028990978790708808,,,"Ramon Ortiz",27,150009
"Troy Percival","ANA",12.342796325683594,-0.03860728070139885,,-3.4698009490966797,-1.031891942024231,,,1.745798631638415,-3.860728070139885,,-3.898652751794022,-1.3758559226989746,,,"Troy Percival",29,120401
"Scott Schoeneweis","- - -",6.631285667419434,2.2835360765457153,,-0.7288735508918762,0.07639503479003906,,,0.8523503428559682,1.78401255980134,,-18.221838772296906,0.2315001054243608,,,"Scott Schoeneweis",33,150011
"Aaron Sele","ANA",-12.746040344238281,-0.8965266346931458,,-7.007083892822266,-0.2411009520292282,-0.029647624120116234,,-1.1493273529520542,-0.6269417025826194,,-1.4537518449838724,-0.2114920631835335,-2.9647624120116234,,"Aaron Sele",34,121986
"Scot Shields","ANA",11.27476191520691,2.293766498565674,,0.05436503887176514,0.9128775000572205,0.5471764206886292,,0.7288146034393607,1.0194517771402996,,0.02678080732599268,0.5186803977597844,9.119607011477154,,"Scot Shields",35,276912
"Jarrod Washburn","ANA",-3.9198520183563232,7.463037014007568,,0.8937263488769531,-4.977367877960205,,,-0.1898233422932844,2.961522624606178,,0.6874818068284254,-1.0412903510376998,,,"Jarrod Washburn",40,132220
"Ben Weber","ANA",2.3595471382141113,-0.39409247040748596,,-0.021756980568170547,-0.020420793443918228,,,0.2990554040829038,-0.19224022946706631,,-2.1756980568170547,-0.014905688645195788,,,"Ben Weber",41,276533
"Brian Anderson","- - -",-5.905341744422913,-0.7304216362535954,,0.8398838043212891,1.8214880228042603,0.04446081817150116,,-0.33495982668309204,-0.19582349497415424,,5.999170030866351,0.2909725276045144,4.446081817150116,,"Brian Anderson",44,110230
"Miguel Batista","ARI",0.009458661079406738,3.049099326133728,,-1.5303953289985657,0.461634524166584,11.275480508804321,,0.00047554857111144986,0.8787029758310456,,-2.125549068053563,0.3523927665393771,4.30361851481081,,"Miguel Batista",46,110683
"Rick Helling","- - -",-22.382601737976074,7.7100574895739555,,4.476298570632935,-1.513488233089447,,,-1.391952844401497,3.1214807650096987,,0.8366913216136326,-1.1553345290759136,,,"Rick Helling",58,115727
"Jonathan Johnson","HOU",-4.110890448093414,-1.3438323438167572,,-0.10384539514780045,0.1793326437473297,,,-2.2965868425102873,-2.3576006031872936,,-1.1538377238644493,0.5977754791577656,,,"Jonathan Johnson",59,150282
"Randy Johnson","ARI",-11.302543640136719,4.529881477355957,,0.0542302206158638,2.8073251247406006,0.2638333737850189,,-1.2544443551761064,0.7329905303164979,,5.42302206158638,3.1542978929669667,1.2563493989762804,,"Randy Johnson",60,116615
"Byung-Hyun Kim","- - -",10.867861688137054,9.543985307216644,,,-4.188926100730896,,,0.9853002437114283,1.5697344255290533,,,-1.7526887450756887,,,"Byung-Hyun Kim",61,218294
"Eric Knott","MON",-3.8301620483398438,0.5112722255289555,,1.3570635914802551,1.8604164123535156,,,-2.1278678046332464,0.7201017260971203,,6.1684708703647955,5.813801288604736,,,"Eric Knott",62,407482
"Mike Koplove","ARI",-0.8856502175331116,-1.688976764678955,,-0.3092154264450073,5.837601184844971,,,-0.24264389521455113,-2.03491176467344,,-6.1843085289001465,5.259100166527,,,"Mike Koplove",63,407377
"Matt Mantei","ARI",7.933733940124512,1.7731106281280518,,3.9324941635131836,-0.48815974593162537,,,1.290038039044636,1.5285436449379757,,6.446711743464236,-12.203993648290634,,,"Matt Mantei",64,118256
"Mike Myers","ARI",-6.05645751953125,1.7852377891540527,,-0.08777786791324615,0.5400490760803223,,,-1.4991231483988243,1.3627769382855366,,-0.1994951543482867,1.2559280839077263,,,"Mike Myers",68,119624
"Eddie Oropesa","ARI",-8.243247985839844,7.369311332702637,,1.7348357439041138,0.19945688545703888,,,-2.3286011259434587,3.2180398832762607,,2.9403995659391757,0.453311103311452,,,"Eddie Oropesa",69,400280
"John Patterson","ARI",-10.198119521141052,0.24740540981292725,,0.8708508759737015,0.22269479930400848,,,-1.4383807505135475,12.370270490646362,,0.3836347471249786,0.39069263035790963,,,"John Patterson",71,279568
"Curt Schilling","ARI",8.881535530090332,3.3044800758361816,,-1.6922674179077148,2.3985636234283447,19.233783721923828,,0.7250233085788026,1.4061617343983752,,-1.8802971310085719,1.19331523553649,3.54866858338078,,"Curt Schilling",73,121811
"Jung Keun Bong","ATL",-9.5113525390625,4.278280258178711,,4.6890459060668945,0.776931643486023,,,-1.546561388465447,4.153670153571564,,3.3978593522223877,0.7127813242991037,,,"Jung Keun Bong",82,407794
"John Foster","MIL",-6.529036998748779,-3.1221630573272705,,1.056146502494812,1.2016453742980957,,,-2.7901867516020427,-2.8908917197474726,,4.224586009979248,3.876275400961599,,,"John Foster",86,407796
"Tom Glavine","NYM",-11.010836601257324,-1.2070229053497314,,-0.608890175819397,3.671936511993408,,,-0.6076620640870488,-17.243184362139022,,-0.5969511527641147,0.4225473546597708,,,"Tom Glavine",90,114849
"Kevin Gryboski","ATL",3.1449193954467773,0.8534399271011353,,,0.07139617949724197,,,0.4765029387040572,2.2458945450029875,,,1.7849044874310493,,,"Kevin Gryboski",91,407839
"Chris Hammond","NYY",-5.510468482971191,0.5091969966888428,,-1.8013606071472168,10.463313102722168,,,-1.4093269777419928,0.5091969966888428,,-1.324529858196483,4.087231680750847,,,"Chris Hammond",92,115391
"Darren Holmes","ATL",5.63596248626709,-1.028767704963684,,-1.3301316499710083,-0.9295095205307007,-0.06292614340782166,,1.0796863000511665,-2.5091895243016684,,-1.2316033796027854,-3.44262785381741,-3.1463071703910828,,"Darren Holmes",95,116100
"Kerry Ligtenberg","BAL",-3.8216989040374756,3.9550299644470215,,-0.18280526995658875,0.27140387892723083,0.24187874794006348,,-0.7130035268726633,1.2676378091176352,,-1.8280526995658872,0.4112179983745922,2.1988977085460317,,"Kerry Ligtenberg",100,117763
"Albie Lopez","KCR",-14.676206588745117,2.0894992351531982,,-3.6138203144073486,0.5609725117683411,0.8104181885719299,,-5.185938723938204,3.4824987252553306,,-4.818427085876465,4.674770931402842,16.2083637714386,,"Albie Lopez",102,117913
"Greg Maddux","ATL",3.9876201152801514,-0.08445341885089874,,2.541849136352539,3.5776493549346924,0.2308349758386612,,0.19395039471206962,-0.2724303833899959,,1.7900346030651684,0.5315972295593897,11.54174879193306,,"Greg Maddux",104,118120
"Jason Marquis","ATL",0.8637031316757202,-1.4111733436584473,,0.6369213461875916,-1.8430176675319672,,,0.17735177241801237,-1.3700712074353856,,7.076903846528795,-4.495165042760895,,,"Jason Marquis",105,150302
"Kevin Millwood","PHI",14.143381118774414,2.1097946166992188,,7.750338554382324,-2.488996982574463,,,0.5922688910709554,0.366920802904212,,1.9279449140254539,-2.4401931201710423,,,"Kevin Millwood",106,119154
"Damian Moss","- - -",-22.888395255431533,-1.3630224168300629,,-2.363182520493865,1.0417910516262054,,,-1.7209319740925964,-1.0325927400227748,,-1.358150873847049,0.11154079781865155,,,"Damian Moss",107,150305
"Horacio Ramirez","ATL",-12.33720588684082,8.567482948303223,,-1.7173690795898438,4.583648204803467,,,-0.7164463348920337,1.6257083393364749,,-4.18870507217035,1.0441112083834776,,,"Horacio Ramirez",110,400141
"Mike Remlinger","CHC",1.9767744541168213,-2.057755470275879,,0.4337475895881653,4.525392532348633,,,0.22591708047049386,-2.47922345816371,,4.337475895881653,1.5767918231179905,,,"Mike Remlinger",111,121060
"John Smoltz","ATL",10.953633308410645,3.461232900619507,,0.05426521226763725,-0.05923965945839882,8.08403205871582,,2.078488293816062,1.8217015266418457,,5.426521226763725,-1.9746553152799606,5.283681084127987,,"John Smoltz",115,122477
"Dan Wheeler","NYM",1.6516857147216797,-1.0547376871109009,,1.6423803567886353,1.1819708347320557,0.04446081817150116,,0.7028449849879488,-1.024017171952331,,1.198817778677836,0.4746870822217091,4.446081817150116,,"Dan Wheeler",120,235095
"Rick Bauer","BAL",5.184347152709961,0.09921476989984512,,0.9749482870101929,-1.056515097618103,0.2586924731731415,,0.7427431450873869,0.052494587248595306,,5.73498992358937,-1.4277231048893284,12.934623658657074,,"Rick Bauer",125,407400
"Sean Douglass","BAL",-5.710455417633057,,,1.35154128074646,0.21518367528915405,,,-4.798702031624417,,,3.071684728969227,1.9562152299014004,,,"Sean Douglass",133,346868
"Travis Driskill","BAL",-3.758040189743042,-1.4709402322769165,,-1.5376646518707275,-1.8160459995269775,1.7452644109725952,,-0.7576693930933552,-4.085945089658102,,-5.125548839569092,-2.8375718742609024,1.4189141552622726,,"Travis Driskill",134,150344
"Buddy Groom","BAL",-5.830265522003174,2.2856240272521973,,-0.03860728070139885,-2.611895799636841,,,-1.3160870252828833,0.936731158709917,,-3.860728070139885,-4.145866348629906,,,"Buddy Groom",143,115183
"Pat Hentgen","BAL",8.79903268814087,0.256976455450058,,0.0022488832473754883,-7.178212597966194,,,0.6114685676261896,0.15765426714727482,,0.0005766367300962791,-1.6810802337157364,,,"Pat Hentgen",145,115797
"Jason Johnson","BAL",-24.77544593811035,0.3510185480117798,,11.856693267822266,-2.6045713424682617,,,-1.1375319530812833,4.387731850147247,,1.4031589666061852,-1.3636499175226502,,,"Jason Johnson",147,116595
"Jorge Julio","BAL",-5.344270706176758,4.172982692718506,,0.1758381724357605,-0.2091638296842575,0.13897013664245605,,-0.600479854626602,2.483918269475301,,5.8612724145253505,-1.1008622614960921,4.632337888081869,,"Jorge Julio",148,406402
"Rodrigo Lopez","BAL",-18.039447784423828,-4.741246700286865,,1.6127859354019165,0.5201120972633362,,,-1.1868057752910413,-1.1077679206277722,,0.8813037898371129,0.20721597500531322,,,"Rodrigo Lopez",150,150438
"John Parrish","BAL",4.561934471130371,2.5923986434936523,,0.8021198511123657,-2.6122074127197266,,,1.8394897061009563,4.320664405822754,,3.819618338630313,-12.439082917712984,,,"John Parrish",160,332292
"Sidney Ponson","- - -",0.8681764602661133,6.4208292961120605,,4.312129497528076,6.519613683223724,0.8903373926877975,,0.04949694756363245,1.258986136492561,,1.4869412060441642,2.556711248323029,0.6359552804912839,,"Sidney Ponson",161,132260
"Matt Riley","BAL",2.046410083770752,,,0.6994274258613586,-0.47557878494262695,,,1.4829058578048928,,,2.1857107058167458,-3.963156541188558,,,"Matt Riley",164,235494
"Willis Roberts","BAL",-3.028155565261841,-1.8233323097229004,,-0.06689760088920593,3.606245517730713,-0.3302499055862427,,-0.7058637681263032,-1.9818829453509788,,-1.6724400222301483,6.9350875340975255,-0.4651407120932995,,"Willis Roberts",167,150199
"B.J. Ryan","BAL",7.3300676345825195,-0.19088494777679443,,0.04446081817150116,0.9986371994018555,,,1.1598208282567277,-0.08637327953701106,,4.446081817150116,3.9945487976074214,,,"B.J. Ryan",168,124805
"Rafael Betancourt","CLE",4.849796772003174,0.5491424798965454,,0.3535366654396057,0.09605269879102707,,,1.087398379372909,1.7714273545049852,,0.5050523791994367,0.505540519952774,,,"Rafael Betancourt",177,429783
"John Burkett","BOS",-6.822023630142212,-2.0147042125463486,,0.3619048595428467,3.2166053652763367,,,-0.3487742142199495,-2.0147042125463486,,0.07524009553905336,0.9747288985685869,,,"John Burkett",179,111734
"Casey Fossum","BOS",1.1486939191818237,-4.429338455200195,,0.6724840402603149,-4.376447081565857,,,0.13674927609307425,-2.7008161312196313,,0.2264256027812508,-7.677977336080451,,,"Casey Fossum",188,407154
"Dustin Hermanson","- - -",-3.4169028401374817,2.0248686969280243,,0.03619471192359924,0.7103062272071838,0.7251518666744232,,-0.5742693848970557,1.157067826816014,,1.8097355961799622,0.816443939318602,2.5898280952657973,,"Dustin Hermanson",195,115812
